epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,1584.15,1.34255,1.13218,1.21464,0.64759,0.4601,0.47263,0.27562,1.59178,1.46039,1.60167,0.00593246,0.00593246,0.00593246
117,1596.92,1.34556,1.11752,1.22342,0.71862,0.47181,0.4946,0.28477,1.59806,1.43684,1.59946,0.00590091,0.00590091,0.00590091
118,1610.19,1.36379,1.15187,1.23659,0.54012,0.42763,0.43073,0.24944,1.67545,1.73315,1.66649,0.00586937,0.00586937,0.00586937
119,1622.97,1.36431,1.14795,1.23468,0.60073,0.38928,0.38864,0.22699,1.72975,1.79363,1.70366,0.00583782,0.00583782,0.00583782
120,1635.64,1.34201,1.14485,1.22176,0.65028,0.47918,0.51965,0.29704,1.5576,1.38373,1.57639,0.00580628,0.00580628,0.00580628
121,1648.32,1.34702,1.13394,1.22386,0.60879,0.4936,0.49505,0.28631,1.58878,1.36316,1.58412,0.00577474,0.00577474,0.00577474
122,1661.8,1.34493,1.14007,1.22105,0.5828,0.49386,0.48718,0.2844,1.57542,1.41566,1.59146,0.00574319,0.00574319,0.00574319
123,1674.62,1.34181,1.13363,1.23099,0.6754,0.38064,0.41562,0.2354,1.65112,1.65562,1.64763,0.00571165,0.00571165,0.00571165
124,1687.37,1.33481,1.11552,1.20856,0.636,0.46897,0.48181,0.27624,1.61124,1.47845,1.62892,0.00568011,0.00568011,0.00568011
125,1700.05,1.33215,1.117,1.22951,0.72324,0.47706,0.50802,0.29324,1.57035,1.39987,1.60642,0.00564856,0.00564856,0.00564856
126,1713.23,1.3422,1.11887,1.23,0.63649,0.49783,0.4998,0.28588,1.57433,1.38219,1.57871,0.00561702,0.00561702,0.00561702
127,1726.07,1.34391,1.11998,1.23141,0.62077,0.48789,0.49834,0.287,1.58509,1.42005,1.60375,0.00558547,0.00558547,0.00558547
128,1738.66,1.32888,1.10468,1.21867,0.60703,0.48069,0.49724,0.28895,1.57799,1.51748,1.59656,0.00555393,0.00555393,0.00555393
