epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,586.726,1.41961,1.28641,1.26039,0.49943,0.46935,0.50608,0.27828,1.62109,1.24569,1.49821,0.00684723,0.00684723,0.00684723
88,593.106,1.40497,1.27138,1.25975,0.43756,0.5774,0.50983,0.2633,1.62035,1.30101,1.50209,0.00681568,0.00681568,0.00681568
89,599.564,1.41496,1.27438,1.26935,0.6996,0.40408,0.54625,0.29225,1.59936,1.3355,1.47632,0.00678414,0.00678414,0.00678414
90,605.929,1.4242,1.27531,1.26525,0.40095,0.5021,0.46387,0.24998,1.57771,1.27246,1.435,0.0067526,0.0067526,0.0067526
91,612.258,1.43868,1.27435,1.27524,0.47254,0.50102,0.46615,0.2583,1.52945,1.28017,1.43347,0.00672105,0.00672105,0.00672105
92,618.693,1.42234,1.27481,1.25737,0.57727,0.51459,0.47334,0.2589,1.62379,1.27704,1.50391,0.00668951,0.00668951,0.00668951
93,625.077,1.41291,1.27103,1.25812,0.62047,0.47963,0.48797,0.27929,1.55563,1.28517,1.44535,0.00665797,0.00665797,0.00665797
94,631.377,1.41918,1.2672,1.25819,0.56468,0.51104,0.47066,0.26307,1.55426,1.2281,1.44975,0.00662642,0.00662642,0.00662642
95,637.882,1.41027,1.2672,1.25796,0.61786,0.51425,0.50823,0.24954,1.60013,1.31517,1.4525,0.00659488,0.00659488,0.00659488
96,644.151,1.43018,1.28114,1.26814,0.44762,0.44419,0.43735,0.24188,1.55772,1.363,1.43701,0.00656333,0.00656333,0.00656333
97,650.502,1.42388,1.27472,1.265,0.58063,0.33465,0.3792,0.21983,1.55639,1.38505,1.47746,0.00653179,0.00653179,0.00653179
98,656.849,1.40234,1.26819,1.25622,0.61767,0.48301,0.50485,0.24608,1.59265,1.2626,1.47917,0.00650025,0.00650025,0.00650025
99,663.246,1.39635,1.25776,1.23943,0.59519,0.51616,0.49128,0.26985,1.57723,1.27031,1.4477,0.0064687,0.0064687,0.0064687
100,669.609,1.39619,1.25241,1.25426,0.55068,0.54663,0.50914,0.27826,1.60966,1.29813,1.47617,0.00643716,0.00643716,0.00643716
101,675.998,1.4089,1.24961,1.24855,0.66502,0.49935,0.52214,0.27979,1.6367,1.26472,1.47414,0.00640561,0.00640561,0.00640561
102,682.483,1.40735,1.25667,1.255,0.51981,0.50282,0.46778,0.25906,1.58725,1.32265,1.47724,0.00637407,0.00637407,0.00637407
103,688.911,1.40942,1.25762,1.26538,0.64659,0.49582,0.5167,0.26649,1.57769,1.22129,1.45435,0.00634253,0.00634253,0.00634253
104,695.249,1.40408,1.25992,1.24906,0.62284,0.46891,0.51195,0.26103,1.58629,1.24987,1.44561,0.00631098,0.00631098,0.00631098
105,701.513,1.39676,1.22423,1.24237,0.6915,0.55001,0.52288,0.25252,1.57028,1.28297,1.44032,0.00627944,0.00627944,0.00627944
106,707.866,1.40144,1.2393,1.24588,0.55104,0.45586,0.46739,0.25283,1.62402,1.35124,1.51423,0.00624789,0.00624789,0.00624789
107,714.401,1.40249,1.24597,1.24845,0.38317,0.50662,0.47167,0.25056,1.5831,1.24514,1.47408,0.00621635,0.00621635,0.00621635
108,720.7,1.39013,1.22286,1.23065,0.67141,0.48404,0.50314,0.26671,1.59836,1.21355,1.45296,0.00618481,0.00618481,0.00618481
109,727.066,1.39375,1.23415,1.24623,0.58597,0.4855,0.43778,0.24963,1.62253,1.32134,1.48748,0.00615326,0.00615326,0.00615326
